Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,URL
GeForce4 Ti 4200-8X,NV28,"Feb 6th, 2002",AGP 8x,"64 MB, SDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,/gpu-specs/geforce4-ti-4200-8x.c2356
GeForce4 Ti 4200-8X,NV28,"Feb 6th, 2002",AGP 8x,"64 MB, SDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,/gpu-specs/geforce4-ti-4200-8x.c182
GeForce4 Ti 4400,NV25,"Feb 6th, 2002",AGP 4x,"128 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 2 / 8 / 4,/gpu-specs/geforce4-ti-4400.c180
GeForce4 Ti 4600,NV25,"Feb 6th, 2002",AGP 4x,"128 MB, DDR, 128 bit",300 MHz,324 MHz,4 / 2 / 8 / 4,/gpu-specs/geforce4-ti-4600.c178
Quadro4 380 XGL,NV18,"Nov 12th, 2002",AGP 8x,"128 MB, DDR, 128 bit",275 MHz,256 MHz,2 / 0 / 4 / 4,/gpu-specs/quadro4-380-xgl.c1358
Quadro4 500 Go GL,NV17,"Apr 23rd, 2002",AGP 4x,"64 MB, SDR, 128 bit",220 MHz,220 MHz,2 / 0 / 4 / 2,/gpu-specs/quadro4-500-go-gl.c1827
Quadro4 500 XGL,NV17,"Feb 19th, 2002",AGP 4x,"128 MB, SDR, 128 bit",250 MHz,166 MHz,2 / 0 / 4 / 4,/gpu-specs/quadro4-500-xgl.c1373
Quadro4 550 XGL,NV17,"Feb 19th, 2002",AGP 4x,"64 MB, DDR, 128 bit",270 MHz,200 MHz,2 / 0 / 4 / 4,/gpu-specs/quadro4-550-xgl.c1370
Quadro4 580 XGL,NV18,"Nov 12th, 2002",AGP 8x,"64 MB, DDR, 128 bit",300 MHz,200 MHz,2 / 0 / 4 / 4,/gpu-specs/quadro4-580-xgl.c1359
Quadro4 700 XGL,NV25,"Feb 19th, 2002",AGP 4x,"64 MB, DDR, 128 bit",275 MHz,225 MHz,4 / 2 / 8 / 8,/gpu-specs/quadro4-700-xgl.c1371
Quadro4 750 XGL,NV25,"Feb 19th, 2002",AGP 4x,"128 MB, DDR, 128 bit",275 MHz,225 MHz,4 / 2 / 8 / 8,/gpu-specs/quadro4-750-xgl.c1372
Quadro4 900 XGL,NV25,"Feb 19th, 2002",AGP 4x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,4 / 2 / 8 / 8,/gpu-specs/quadro4-900-xgl.c1369
Quadro4 980 XGL,NV28,"Nov 12th, 2002",AGP 8x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,4 / 2 / 8 / 4,/gpu-specs/quadro4-980-xgl.c1357
All-In-Wonder 9000 PRO,RV250,"Mar 31st, 2003",AGP 8x,"64 MB, DDR, 128 bit",275 MHz,270 MHz,4 / 1 / 4 / 4,/gpu-specs/all-in-wonder-9000-pro.c866
All-In-Wonder 9600,RV350,"Dec 3rd, 2003",AGP 8x,"128 MB, DDR, 128 bit",324 MHz,196 MHz,4 / 2 / 4 / 4,/gpu-specs/all-in-wonder-9600.c869
All-In-Wonder 9600 PRO,RV350,"Apr 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",398 MHz,324 MHz,4 / 2 / 4 / 4,/gpu-specs/all-in-wonder-9600-pro.c113
All-In-Wonder 9800 PRO,R350,"Jun 16th, 2003",AGP 8x,"128 MB, DDR, 256 bit",378 MHz,338 MHz,8 / 4 / 8 / 8,/gpu-specs/all-in-wonder-9800-pro.c110
All-In-Wonder 9800 SE,R350,"Sep 10th, 2003",AGP 8x,"128 MB, DDR, 128 bit",378 MHz,297 MHz,4 / 4 / 4 / 4,/gpu-specs/all-in-wonder-9800-se.c8
FireGL 9600 T2-128,RV350,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",398 MHz,297 MHz,4 / 2 / 4 / 4,/gpu-specs/firegl-9600-t2-128.c1380
FireGL 9600 T2-64S,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",324 MHz,203 MHz,4 / 2 / 4 / 4,/gpu-specs/firegl-9600-t2-64s.c3097
FireGL 9800 X2-256T,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR2, 256 bit",412 MHz,344 MHz,8 / 4 / 8 / 8,/gpu-specs/firegl-9800-x2-256t.c1375
Mobility FireGL T2,M10,"Nov 1st, 2003",AGP 4x,"128 MB, DDR, 128 bit",320 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-firegl-t2.c1660
Mobility Radeon,M6,2003,AGP 4x,"16 MB, DDR, 64 bit",144 MHz,144 MHz,1 / 0 / 3 / 1,/gpu-specs/mobility-radeon.c1587
Mobility Radeon,M6,2003,AGP 4x,"16 MB, DDR, 64 bit",144 MHz,144 MHz,1 / 0 / 3 / 1,/gpu-specs/mobility-radeon.c1588
Mobility Radeon 9000 IGP,RS350,"May 1st, 2003",AGP 4x,System Shared,222 MHz,System Shared,2 / 0 / 2 / 2,/gpu-specs/mobility-radeon-9000-igp.c2121
Mobility Radeon 9000 IGP,RS300,"May 1st, 2003",AGP 8x,System Shared,300 MHz,System Shared,2 / 1 / 2 / 2,/gpu-specs/mobility-radeon-9000-igp.c2122
Mobility Radeon 9000 IGP,RC300,"May 1st, 2003",AGP 4x,System Shared,300 MHz,System Shared,2 / 1 / 2 / 2,/gpu-specs/mobility-radeon-9000-igp.c102
Mobility Radeon 9100 IGP,RS300,"Jun 23rd, 2003",AGP 4x,System Shared,300 MHz,System Shared,2 / 1 / 2 / 2,/gpu-specs/mobility-radeon-9100-igp.c101
Mobility Radeon 9100 PRO IGP,RS350,"Jun 23rd, 2003",AGP 4x,System Shared,300 MHz,System Shared,2 / 0 / 2 / 2,/gpu-specs/mobility-radeon-9100-pro-igp.c100
Radeon 9100,R200,"Apr 1st, 2003",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,/gpu-specs/radeon-9100.c804
Radeon 9100 PCI,R200,"Apr 1st, 2003",PCI,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,/gpu-specs/radeon-9100-pci.c805
Radeon 9200,RV280,"May 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,/gpu-specs/radeon-9200.c471
Radeon 9200 LE,RV280,"May 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,/gpu-specs/radeon-9200-le.c55
Radeon 9200 PCI,RV280,"May 1st, 2003",PCI,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,/gpu-specs/radeon-9200-pci.c934
Radeon 9200 PRO,RV280,"May 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",240 MHz,166 MHz,4 / 1 / 4 / 4,/gpu-specs/radeon-9200-pro.c1800
Radeon 9550,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-9550.c33
Radeon 9600,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",324 MHz,189 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-9600.c469
Radeon 9600 PRO,RV350,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-9600-pro.c31
Radeon 9600 SE,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 64 bit",325 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-9600-se.c466
Radeon 9600 TX,R300,"Oct 7th, 2003",AGP 8x,"128 MB, DDR, 128 bit",297 MHz,270 MHz,8 / 4 / 8 / 8,/gpu-specs/radeon-9600-tx.c2104
Radeon 9600 XT,RV360,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",500 MHz,300 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-9600-xt.c30
Radeon 9800,R350,"Mar 1st, 2003",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,290 MHz,8 / 4 / 8 / 8,/gpu-specs/radeon-9800.c1816
Radeon 9800 PRO,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR, 256 bit",380 MHz,340 MHz,8 / 4 / 8 / 8,/gpu-specs/radeon-9800-pro.c1818
Radeon 9800 PRO,R350,"Mar 1st, 2003",AGP 8x,"128 MB, DDR2, 256 bit",380 MHz,340 MHz,8 / 4 / 8 / 8,/gpu-specs/radeon-9800-pro.c7
Radeon 9800 XT,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,8 / 4 / 8 / 8,/gpu-specs/radeon-9800-xt.c4
Radeon 9800 XXL,R360,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 256 bit",390 MHz,338 MHz,8 / 4 / 8 / 8,/gpu-specs/radeon-9800-xxl.c443
Extreme Graphics 2,Springdale,"Dec 3rd, 2003",FSB,System Shared,200 MHz,System Shared,2 / 0 / 2 / 1,/gpu-specs/extreme-graphics-2.c1221
Extreme Graphics 2,Montara,"Dec 3rd, 2003",FSB,System Shared,200 MHz,System Shared,2 / 0 / 1 / 1,/gpu-specs/extreme-graphics-2.c1285
i852GM Graphics,Montara,"Dec 3rd, 2003",FSB,System Shared,200 MHz,System Shared,2 / 0 / 1 / 1,/gpu-specs/i852gm-graphics.c1301
Millenium P650,Parhelia-LX,"May 10th, 2003",AGP 8x,"64 MB, DDR, 128 bit",230 MHz,230 MHz,2 / 2 / 8 / 2,/gpu-specs/millenium-p650.c3728
Millenium P650 LP MDD PCIe,Parhelia-LX,"May 10th, 2003",PCIe 1.0 x16,"128 MB, DDR, 128 bit",190 MHz,270 MHz,2 / 2 / 8 / 2,/gpu-specs/millenium-p650-lp-mdd-pcie.c4175
Millenium P650 PCIe,Parhelia-LX,"May 10th, 2003",PCIe 1.0 x16,"128 MB, DDR, 128 bit",275 MHz,275 MHz,2 / 2 / 8 / 2,/gpu-specs/millenium-p650-pcie.c4174
Millenium P750,Parhelia-LX,"May 10th, 2003",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,250 MHz,2 / 2 / 8 / 2,/gpu-specs/millenium-p750.c99
Parhelia HR256,Parhelia-512,Sep 2003,PCI-X,"256 MB, DDR, 64 bit",200 MHz,250 MHz,4 / 4 / 16 / 4,/gpu-specs/parhelia-hr256.c3522
GeForce 6200 AGP,NV18C,"Dec 14th, 2003",AGP 8x,"128 MB, DDR, 64 bit",230 MHz,66 MHz,2 / 0 / 4 / 2,/gpu-specs/geforce-6200-agp.c2510
GeForce FX 5100,NV34,"Mar 6th, 2003",AGP 8x,"64 MB, DDR, 64 bit",200 MHz,166 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5100.c1834
GeForce FX 5200,NV34,"Mar 6th, 2003",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5200.c60
GeForce FX 5200,NV18C,"Mar 6th, 2003",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,2 / 0 / 4 / 2,/gpu-specs/geforce-fx-5200.c2351
GeForce FX 5200 LE,NV34,"Mar 17th, 2003",AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5200-le.c59
GeForce FX 5200 PCI,NV34B,"Mar 6th, 2003",PCI,"256 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5200-pci.c1906
GeForce FX 5200 Rev. 2,NV34B,"Mar 6th, 2003",AGP 8x,"128 MB, DDR, 64 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5200-rev-2.c2352
GeForce FX 5200 Ultra,NV34,"Mar 6th, 2003",AGP 8x,"128 MB, DDR, 128 bit",325 MHz,325 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5200-ultra.c61
GeForce FX 5200 Ultra Mac Edition,NV34,"Mar 6th, 2003",AGP Pro 8x,"128 MB, DDR, 128 bit",325 MHz,325 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5200-ultra-mac-edition.c2275
GeForce FX 5600,NV31,"Mar 6th, 2003",AGP 8x,"128 MB, DDR, 128 bit",325 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5600.c64
GeForce FX 5600 Ultra,NV31,"Mar 17th, 2003",AGP 8x,"128 MB, DDR, 128 bit",400 MHz,400 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5600-ultra.c65
GeForce FX 5600 XT,NV31,"Mar 17th, 2003",AGP 8x,"128 MB, DDR, 128 bit",235 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5600-xt.c589
GeForce FX 5600 XT PCI,NV31,"Mar 17th, 2003",PCI,"64 MB, DDR, 128 bit",235 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-5600-xt-pci.c63
GeForce FX 5700,NV36B,"Oct 23rd, 2003",AGP 8x,"128 MB, DDR, 128 bit",425 MHz,250 MHz,4 / 3 / 4 / 4,/gpu-specs/geforce-fx-5700.c69
GeForce FX 5700 Engineering Sample,NV36S,"Aug 18th, 2003",AGP 8x,"128 MB, DDR, 128 bit",425 MHz,250 MHz,4 / 3 / 4 / 4,/gpu-specs/geforce-fx-5700-engineering-sample.c4108
GeForce FX 5700 Ultra,NV36B,"Oct 23rd, 2003",AGP 8x,"128 MB, GDDR2, 128 bit",475 MHz,453 MHz,4 / 3 / 4 / 4,/gpu-specs/geforce-fx-5700-ultra.c70
GeForce FX 5800,NV30,"Mar 6th, 2003",AGP 8x,"128 MB, GDDR2, 128 bit",400 MHz,400 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5800.c703
GeForce FX 5800 Ultra,NV30,"Mar 6th, 2003",AGP 8x,"128 MB, GDDR2, 128 bit",500 MHz,500 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5800-ultra.c74
GeForce FX 5900,NV35,"May 12th, 2003",AGP 8x,"128 MB, DDR, 256 bit",400 MHz,425 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5900.c77
GeForce FX 5900 Ultra,NV35,"Oct 23rd, 2003",AGP 8x,"256 MB, DDR, 256 bit",450 MHz,425 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5900-ultra.c704
GeForce FX 5900 XT,NV35,"May 12th, 2003",AGP 8x,"128 MB, DDR, 256 bit",400 MHz,350 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5900-xt.c76
GeForce FX 5900 ZT,NV35,"May 12th, 2003",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,350 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5900-zt.c75
GeForce FX 5950 Ultra,NV38,"Oct 23rd, 2003",AGP 8x,"256 MB, DDR, 256 bit",475 MHz,475 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-fx-5950-ultra.c79
GeForce FX Go5100,NV34,"Mar 1st, 2003",AGP 8x,"32 MB, DDR, 64 bit",200 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5100.c1820
GeForce FX Go5200,NV34,"Mar 1st, 2003",AGP 8x,"32 MB, DDR, 128 bit",200 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5200.c1563
GeForce FX Go5200 64M,NV34B,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5200-64m.c1564
GeForce FX Go5250,NV34,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5250.c1823
GeForce FX Go5300,NV34,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",275 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5300.c1821
GeForce FX Go5350,NV34,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5350.c1822
GeForce FX Go5600,NV31,"Mar 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",275 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/geforce-fx-go5600.c1562
GeForce PCX 5900,NV35,"Mar 17th, 2003",PCIe 1.0 x16,"128 MB, DDR, 256 bit",350 MHz,275 MHz,4 / 3 / 8 / 4,/gpu-specs/geforce-pcx-5900.c56
GeForce4 MX 4000,NV18,"Dec 14th, 2003",AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,2 / 0 / 4 / 2,/gpu-specs/geforce4-mx-4000.c776
GeForce4 MX 4000 PCI,NV18C,"Dec 14th, 2003",PCI,"128 MB, DDR, 64 bit",250 MHz,166 MHz,2 / 0 / 4 / 2,/gpu-specs/geforce4-mx-4000-pci.c1189
GeForce4 MX 4000 Rev. 2,NV18C,"Dec 14th, 2003",AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,2 / 0 / 4 / 2,/gpu-specs/geforce4-mx-4000-rev-2.c2350
GeForce4 Ti 4800,NV28,"Mar 15th, 2003",AGP 8x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,4 / 2 / 8 / 4,/gpu-specs/geforce4-ti-4800.c2139
GeForce4 Ti 4800,NV28,"Mar 15th, 2003",AGP 8x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,4 / 2 / 8 / 4,/gpu-specs/geforce4-ti-4800.c177
Quadro FX 3000,NV35,"Jul 22nd, 2003",AGP 8x,"256 MB, DDR, 256 bit",400 MHz,425 MHz,4 / 3 / 8 / 4,/gpu-specs/quadro-fx-3000.c1363
Quadro FX 3000G,NV35,"Jul 22nd, 2003",AGP 8x,"256 MB, DDR, 256 bit",400 MHz,425 MHz,4 / 3 / 8 / 4,/gpu-specs/quadro-fx-3000g.c1364
Quadro FX 500,NV34,"May 21st, 2003",AGP 8x,"128 MB, DDR, 128 bit",270 MHz,240 MHz,4 / 2 / 4 / 4,/gpu-specs/quadro-fx-500.c1350
Quadro FX Go700,NV31,"Jun 25th, 2003",AGP 4x,"128 MB, DDR, 128 bit",295 MHz,295 MHz,4 / 2 / 4 / 4,/gpu-specs/quadro-fx-go700.c1829
Quadro NVS 210S,C51,"Dec 22nd, 2003",PCI,System Shared,425 MHz,System Shared,2 / 1 / 2 / 1,/gpu-specs/quadro-nvs-210s.c1869
Quadro NVS 280 PCI,NV34B,"Oct 28th, 2003",PCI,"64 MB, DDR, 64 bit",275 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/quadro-nvs-280-pci.c1455
Quadro4 100 NVS,NV17,"Dec 22nd, 2003",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,166 MHz,2 / 0 / 4 / 2,/gpu-specs/quadro4-100-nvs.c1462
Quadro4 100 NVS PCI,NV17,"Dec 22nd, 2003",PCI,"64 MB, DDR, 128 bit",250 MHz,166 MHz,2 / 0 / 4 / 2,/gpu-specs/quadro4-100-nvs-pci.c1461
Quadro4 200 NVS,NV17,"Dec 22nd, 2003",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,2 / 0 / 4 / 2,/gpu-specs/quadro4-200-nvs.c1458
Quadro4 700 Go GL,NV28,"Jun 5th, 2003",AGP 4x,"64 MB, DDR, 128 bit",199 MHz,223 MHz,4 / 2 / 4 / 4,/gpu-specs/quadro4-700-go-gl.c1828
Volari Duo V5 Ultra,XG41,"Sep 15th, 2003",AGP 8x,"256 MB, DDR2, 256 bit",350 MHz,500 MHz,2 / 2 / 4 / 2,/gpu-specs/volari-duo-v5-ultra.c90
Volari Duo V5 Ultra,XG41,"Sep 15th, 2003",AGP 8x,"256 MB, DDR, 256 bit",350 MHz,375 MHz,2 / 2 / 4 / 2,/gpu-specs/volari-duo-v5-ultra.c89
Volari Duo V8 Ultra,XG40,"Sep 15th, 2003",AGP 8x,"128 MB, DDR2, 128 bit",350 MHz,500 MHz,4 / 2 / 8 / 4,/gpu-specs/volari-duo-v8-ultra.c92
Volari Duo V8 Ultra,XG40,"Sep 15th, 2003",AGP 8x,"256 MB, DDR, 256 bit",350 MHz,375 MHz,4 / 2 / 8 / 4,/gpu-specs/volari-duo-v8-ultra.c91
Volari V3,XG42,"Sep 15th, 2003",AGP 8x,"128 MB, DDR, 128 bit",200 MHz,200 MHz,2 / 1 / 4 / 2,/gpu-specs/volari-v3.c1198
Volari V3 XT,XG42,"Sep 15th, 2003",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,207 MHz,2 / 1 / 4 / 2,/gpu-specs/volari-v3-xt.c1197
Volari V5,XG41,"Sep 15th, 2003",AGP 8x,"256 MB, DDR2, 128 bit",325 MHz,450 MHz,2 / 2 / 4 / 2,/gpu-specs/volari-v5.c83
Volari V5,XG41,"Sep 15th, 2003",AGP 8x,"256 MB, DDR, 128 bit",325 MHz,325 MHz,2 / 2 / 4 / 2,/gpu-specs/volari-v5.c81
Volari V5 Ultra,XG41,"Sep 15th, 2003",AGP 8x,"256 MB, DDR2, 128 bit",350 MHz,500 MHz,2 / 2 / 4 / 2,/gpu-specs/volari-v5-ultra.c84
Volari V5 Ultra,XG41,"Sep 15th, 2003",AGP 8x,"256 MB, DDR, 128 bit",350 MHz,375 MHz,2 / 2 / 4 / 2,/gpu-specs/volari-v5-ultra.c82
Volari V8,XG40,"Sep 15th, 2003",AGP 8x,"256 MB, DDR2, 128 bit",300 MHz,450 MHz,4 / 2 / 8 / 4,/gpu-specs/volari-v8.c86
Volari V8,XG40,"Sep 15th, 2003",AGP 8x,"256 MB, DDR, 128 bit",300 MHz,325 MHz,4 / 2 / 8 / 4,/gpu-specs/volari-v8.c85
Volari V8 Ultra,XG40,"Sep 15th, 2003",AGP 8x,"256 MB, DDR2, 128 bit",350 MHz,500 MHz,4 / 2 / 8 / 4,/gpu-specs/volari-v8-ultra.c88
Volari V8 Ultra,XG40,"Sep 15th, 2003",AGP 8x,"256 MB, DDR, 128 bit",350 MHz,375 MHz,4 / 2 / 8 / 4,/gpu-specs/volari-v8-ultra.c87
All-In-Wonder X800 GT,R430,"Sep 21st, 2004",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",398 MHz,492 MHz,8 / 6 / 8 / 8,/gpu-specs/all-in-wonder-x800-gt.c1913
All-In-Wonder X800 XT,R420,"Sep 21st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,/gpu-specs/all-in-wonder-x800-xt.c133
FireGL V3100,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 64 bit",391 MHz,196 MHz,4 / 2 / 4 / 4,/gpu-specs/firegl-v3100.c694
FireGL V3200,RV380,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",500 MHz,350 MHz,4 / 2 / 4 / 4,/gpu-specs/firegl-v3200.c693
FireGL V5000,RV410,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",425 MHz,430 MHz,8 / 6 / 8 / 8,/gpu-specs/firegl-v5000.c692
FireGL V5100,R423,"May 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 256 bit",450 MHz,350 MHz,12 / 6 / 12 / 12,/gpu-specs/firegl-v5100.c848
FireGL V7100,R423,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",493 MHz,475 MHz,16 / 6 / 16 / 16,/gpu-specs/firegl-v7100.c856
FireGL X3-256,R420,"Aug 3rd, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",491 MHz,454 MHz,12 / 6 / 12 / 12,/gpu-specs/firegl-x3-256.c1376
Mobility FireGL T2e,M11,"Aug 1st, 2004",AGP 4x,"128 MB, DDR, 128 bit",450 MHz,225 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-firegl-t2e.c1661
Mobility FireGL V3100,M22,"Jun 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-firegl-v3100.c1662
Mobility FireGL V3200,M24,"Jun 1st, 2004",PCIe 1.0 x16,"128 MB, DDR2, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-firegl-v3200.c1663
Mobility Radeon 7000,M6,2004,AGP 4x,"16 MB, DDR, 32 bit",144 MHz,139 MHz,1 / 0 / 3 / 1,/gpu-specs/mobility-radeon-7000.c3845
Mobility Radeon 9500,M10,"Jun 1st, 2004",AGP 4x,"128 MB, DDR, 64 bit",230 MHz,190 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-9500.c1781
Mobility Radeon 9550,M12,"Jun 1st, 2004",AGP 4x,"64 MB, DDR, 64 bit",250 MHz,243 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-9550.c1780
Mobility Radeon 9600,M10,"Jun 1st, 2004",AGP 8x,"128 MB, DDR, 64 bit",300 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-9600.c1598
Mobility Radeon 9600 PRO,M10,"Jun 1st, 2004",AGP 8x,"128 MB, DDR, 128 bit",333 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-9600-pro.c1599
Mobility Radeon 9700,M11,"Jun 1st, 2004",AGP 8x,"64 MB, DDR, 128 bit",450 MHz,275 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-9700.c1600
Mobility Radeon 9700 SE,M10,"Jun 1st, 2004",AGP 4x,"128 MB, DDR, 64 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-9700-se.c1782
Mobility Radeon 9800,M18,"Jul 1st, 2004",AGP 8x,"256 MB, DDR, 256 bit",350 MHz,300 MHz,8 / 4 / 8 / 8,/gpu-specs/mobility-radeon-9800.c1601
Mobility Radeon X600,M24,"Jun 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-x600.c1409
Mobility Radeon X600 SE,M24,"Jun 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/mobility-radeon-x600-se.c1602
Mobility Radeon X800,M28,"Nov 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,400 MHz,12 / 6 / 12 / 12,/gpu-specs/mobility-radeon-x800.c1407
Radeon X300,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 128 bit",375 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-x300.c511
Radeon X300 LE,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 128 bit",325 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-x300-le.c513
Radeon X300 SE,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 64 bit",325 MHz,200 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-x300-se.c512
Radeon X600,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"256 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,/gpu-specs/radeon-x600.c1814
